Time,494,495,496,497,498,499,516,517,518,519,520,521,522,523,540,541,542,543,544,545,546,547,564,565,566,567,568,569,570,571,630,631,632,633,634,635,636,637,870,871,872,873,1000,1001,1002,1003,1004,1005,1006,1007,1016,1017,1018,1019,1028,1029,1030,1031,1307,1308,1309,1310,1311,1312,1313,1314,1331,1332,1333,1334,1335,1336,1337,1338,1347,1348,1349,1350,1359,1360,1361,1362,1373,1374,1375,1376,1377,1777,1778,1779,1780,1781,1782,1783,1784,1799,1800,1801,1802,1803,1804,1805,1822,1823,1824,1825,1826,1827,1828,1829,1861,1862,1863,1864,1865,1866,1867,1868,1900,1901,1902,1903,1904,2175,2176,2177,2215,2216,2264,2265,2266,2267,2268,2269
0,-4,-4,-4,-4,-4,-4,-9,-9,-9,-9,-4,-9,4,-9,-4,-4,-4,-4,-24,-4,4,0,-9,-4,-4,-4,-14,-19,-4,-14,-4,-4,-4,-4,-4,-4,0,-4,0,0,0,-4,-4,-4,-4,-4,0,-4,0,-4,-4,0,0,4,0,0,-4,-4,0,0,0,-4,0,0,0,0,-4,-24,-4,-9,-19,-9,-4,-4,-9,-9,-9,-4,0,0,-4,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-9,-4,0,-4,-24,-14,-4,-4,-4,-9,-4,0,-14,-4,0,-9,-48,-4,-4,-4,-4,0,0,0,0,0,-4,-9,-4,0,-14,-9,-4,-4,-4,0,0,0,-4,0,-4,0,0
10,-4,-4,-4,-4,-4,-4,-9,-9,-9,-9,-4,-9,0,-9,-4,-9,-4,0,-19,-4,4,0,-4,-9,-4,0,-14,-19,-4,-14,0,-4,0,-4,-4,-4,-4,-4,0,0,0,-4,-9,-4,-4,-4,0,-4,-4,0,-4,0,0,4,0,0,-4,0,0,4,0,0,0,0,0,0,-4,-29,-9,-9,-19,-9,-4,-4,-4,-9,-9,-4,-4,-4,-4,-4,-4,-14,-4,0,-4,0,-4,-4,-4,-9,-4,-4,-4,-24,-19,-9,-4,-9,-14,-4,0,-14,-4,0,-9,-53,-4,-4,-4,-4,0,0,-4,0,0,-4,-9,-4,0,-14,-9,-4,0,-4,0,-4,0,-4,0,-4,0,-4
20,-4,-4,-4,-4,-4,-4,-9,-9,-9,-9,-4,-9,4,-9,-4,-9,0,0,-19,-4,4,0,-9,-9,-4,-4,-14,-19,-4,-14,0,-9,-4,-4,-4,-4,-4,-4,0,-4,0,-9,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,-4,-4,0,0,0,-4,0,0,0,0,-4,-34,-9,-14,-19,-9,-4,-4,-9,-9,-9,-4,-4,-4,-9,-4,-4,-9,-4,-4,-4,-4,-4,-4,-4,-9,-4,0,0,-24,-14,-9,-4,-9,-14,0,0,-19,-4,-4,-9,-58,-4,-4,-4,-4,-4,0,-4,0,0,-4,-9,-9,0,-14,-9,-4,-4,-4,0,-4,4,-4,0,-4,0,0
30,0,-4,-4,-4,0,-4,-9,-9,-9,-9,-9,-9,4,-9,-4,-9,-4,-4,-24,-4,4,4,-9,-9,-4,-4,-14,-19,-4,-14,-4,-4,-4,-4,-4,-4,0,-4,0,-4,-4,-9,-9,-4,-4,-4,0,-4,-4,-4,0,0,0,4,0,0,-4,-4,0,0,0,-4,0,0,0,0,-4,-29,-9,-9,-24,-4,-4,-4,-9,-9,-9,-4,-4,0,-9,-4,-9,-14,-4,0,-4,-4,-4,-4,-4,-9,-4,-4,0,-29,-19,-9,-4,-4,-14,-4,0,-24,-4,0,-14,-58,-4,-4,-4,-4,0,0,0,0,0,0,-9,-9,0,-14,-14,-4,0,-4,-4,0,4,-4,-4,-4,-4,-4
40,-4,-4,-9,-4,-4,-4,-9,-9,-9,-14,-9,-14,4,-9,-4,-9,-4,0,-19,-9,4,4,-9,-9,-4,-4,-14,-24,-4,-14,-4,-4,-4,-4,-9,-4,-4,-4,0,0,-4,-9,-9,-9,-4,-4,0,-4,-4,-4,0,0,0,4,0,4,-4,-4,0,0,0,0,0,0,0,-4,-4,-34,-9,-14,-24,-9,0,-4,-9,-9,-9,-4,-4,-4,-4,-4,-9,-14,-4,-4,-4,-4,-4,-9,-4,-14,-4,0,0,-29,-19,-9,-4,-9,-14,-4,-4,-29,-4,-4,-14,-58,-4,-4,-9,-4,-4,0,0,0,0,-4,-9,-4,-4,-14,-14,-4,-4,-4,0,0,4,-4,-4,-4,0,-4
50,-4,-9,-9,-4,-4,-4,-14,-14,-14,-14,-9,-9,4,-14,-9,-14,-4,-4,-24,-9,0,0,-9,-9,-4,-4,-14,-19,-4,-19,-4,-9,-9,-4,-4,-4,-4,-9,0,0,-4,-9,-9,-9,-4,-9,0,-9,-4,-4,-4,0,0,4,-4,0,-9,-4,-4,0,0,-4,0,0,0,0,-4,-34,-9,-14,-24,-9,-4,-4,-9,-14,-4,-4,-4,-4,-9,-9,-9,-14,-4,-4,-9,-4,-9,-9,-9,-14,-9,-4,0,-29,-19,-14,-4,-9,-14,-4,-4,-34,-4,-4,-14,-63,-4,-4,-9,-4,-4,0,-4,0,-4,-4,-14,-9,-4,-14,-14,-9,0,-4,-4,-4,0,-4,-4,-4,-4,-4
60,-4,-4,-9,-9,-4,-9,-14,-14,-9,-14,-9,-14,4,-9,-9,-14,-4,-4,-24,-9,0,4,-9,-9,-9,-4,-14,-24,-9,-19,-4,-9,-4,-4,-9,-9,-4,-4,-4,-4,-4,-9,-9,-9,-4,-9,-4,-4,-4,-4,-4,0,0,4,-4,0,-4,-4,-4,0,0,-4,-4,0,0,-4,-4,-39,-9,-14,-24,-14,-9,-9,-14,-14,-4,-4,-4,-4,-9,-4,-9,-14,-4,-4,-9,-9,-4,-9,-9,-14,-9,-4,0,-34,-19,-14,-9,-9,-14,-4,-4,-43,-4,-4,-14,-63,-9,-4,-9,-4,-4,0,-4,0,-4,-4,-14,-9,-4,-14,-14,-9,-4,-9,-4,-4,0,-4,-4,-9,-4,-4
70,4,-4,-4,-4,0,4,-9,-14,-9,-14,-4,-4,9,-4,0,-9,0,-4,-19,0,4,4,-4,-9,0,-4,-9,-14,-4,-14,4,-4,-4,-4,0,4,0,-4,4,-4,-4,-9,-4,-9,-4,-4,0,4,-4,0,4,4,0,0,0,0,-4,-4,0,0,0,-4,4,4,4,-4,4,-39,-4,-14,-19,-4,-4,-4,-4,-14,-4,-9,0,-4,-4,-9,-4,-14,-4,-9,0,0,-4,-4,-4,-9,0,-4,4,-29,-19,-9,-4,0,-4,-4,0,-43,-4,-4,-9,-53,-4,0,-4,-4,0,0,0,4,0,0,-4,-9,0,-14,-9,0,0,-4,4,-4,9,-4,0,-9,4,4
80,14,0,9,-4,9,19,4,-4,0,-14,4,14,19,4,14,0,9,-4,-14,19,14,19,9,0,9,-4,0,0,0,0,14,0,9,-4,9,19,9,9,19,4,9,-9,4,0,4,-4,14,19,4,14,14,9,9,4,9,4,9,-4,14,9,14,-4,9,19,9,14,14,-34,4,-14,-9,4,0,4,9,-4,4,-9,14,4,4,0,9,-4,4,-4,9,14,0,4,-4,4,14,0,9,-19,-14,4,-4,4,0,4,14,-43,9,-4,-4,-39,0,4,9,4,14,-4,4,19,9,4,4,0,14,-19,4,14,4,9,14,0,24,4,9,-4,9,24
90,34,14,24,9,29,39,19,9,24,9,24,29,43,24,29,14,34,9,4,39,34,43,24,14,29,9,19,14,24,14,29,19,29,14,29,39,29,29,34,24,29,9,24,14,29,14,34,39,24,34,34,29,34,19,29,24,29,14,29,24,34,14,29,39,29,29,34,-19,24,0,4,29,24,29,29,9,24,9,29,19,29,19,24,9,29,14,24,34,19,29,9,19,34,24,29,-4,0,24,9,24,19,29,29,-34,29,9,14,-24,19,24,24,19,34,14,29,39,29,29,24,19,34,0,24,24,24,29,29,24,39,19,34,14,29,43
100,48,39,48,29,48,58,39,29,43,34,43,53,63,39,48,34,53,39,24,58,53,68,39,34,48,34,39,39,48,39,48,39,53,34,48,53,43,53,53,43,53,29,43,29,48,34,53,58,43,53,53,48,53,48,48,43,53,34,48,43,53,34,48,63,53,48,48,0,48,24,24,48,48,48,43,29,43,29,48,39,48,39,43,29,48,34,43,48,39,48,29,39,53,48,53,14,19,43,29,43,39,48,48,-14,53,34,39,-4,43,48,43,39,58,39,48,58,48,48,39,34,58,14,43,48,43,53,48,43,63,39,53,34,48,58
