Time,7,8,34,60,61,62,63,64,65,66,67,98,99,100,101,102,103,104
0,175,185,136,136,141,151,156,151,151,141,136,136,136,175,151,146,131,224
10,175,180,141,141,146,151,156,156,151,146,141,136,136,175,151,146,131,224
20,175,180,141,141,141,151,156,156,151,141,136,136,141,180,156,146,131,224
30,175,180,141,141,141,151,156,156,151,146,136,136,136,180,151,146,136,224
40,175,180,141,141,141,151,156,156,151,146,141,136,136,180,151,146,136,224
50,175,180,141,146,141,151,156,156,151,141,141,136,141,180,156,146,136,224
60,175,180,141,141,146,151,156,156,151,146,141,136,141,180,156,151,136,224
70,175,185,141,141,141,151,156,156,151,146,141,141,136,175,151,151,131,224
80,175,180,141,141,83,151,156,107,151,78,58,78,141,117,156,97,131,141
90,29,102,68,73,4,78,73,14,58,-4,-29,-4,63,24,156,9,39,68
100,29,39,-14,-14,-68,-4,-4,-63,-19,-83,-102,-78,-9,-53,53,-63,-43,29
110,-14,-4,-87,-83,-136,-78,-73,-131,-92,-151,-170,-151,-87,-126,-87,-131,-112,0
120,-39,-34,-156,-161,-166,-102,-146,-161,-156,-180,-219,-190,-151,-190,-87,-126,-180,-14
130,-58,-48,-214,-205,-107,-58,-122,-122,-112,-126,-166,-131,-156,-170,-83,-92,-166,-34
140,-78,-63,-175,-151,-83,-48,-97,-97,-78,-102,-126,-92,-107,-126,-63,-78,-112,-58
150,-83,-83,-131,-117,-73,-53,-87,-87,-63,-92,-107,-87,-97,-117,-68,-78,-97,-68
160,-97,-92,-112,-107,-68,-63,-92,-97,-68,-102,-97,-87,-92,-112,-78,-83,-92,-83
170,-107,-92,-112,-107,-73,-78,-92,-102,-73,-107,-107,-97,-92,-122,-78,-92,-97,-87
180,-117,-102,-112,-112,-83,-83,-102,-117,-83,-126,-117,-107,-97,-126,-87,-107,-102,-97
190,-122,-112,-136,-122,-102,-92,-117,-131,-87,-126,-131,-117,-107,-136,-97,-117,-112,-107
200,-131,-126,-141,-131,-112,-102,-131,-136,-97,-136,-136,-122,-126,-146,-112,-126,-122,-112
210,-141,-136,-141,-136,-126,-112,-136,-146,-102,-141,-146,-126,-136,-151,-122,-131,-131,-122
220,-146,-146,-151,-141,-126,-122,-151,-146,-117,-151,-151,-136,-151,-161,-131,-136,-136,-131
230,-151,-146,-156,-146,-126,-131,-156,-156,-126,-161,-156,-141,-151,-166,-141,-141,-146,-136
240,-156,-146,-161,-156,-126,-131,-161,-166,-131,-161,-161,-151,-146,-175,-141,-146,-146,-146
250,-175,-156,-166,-166,-141,-141,-161,-170,-136,-170,-170,-156,-156,-175,-146,-156,-156,-156
260,-175,-166,-175,-170,-146,-146,-170,-175,-141,-175,-175,-161,-161,-185,-146,-166,-161,-156
270,-175,-166,-180,-180,-151,-146,-175,-180,-141,-180,-180,-166,-170,-190,-156,-170,-166,-161
280,-180,-175,-185,-180,-161,-156,-185,-185,-151,-185,-185,-166,-175,-195,-166,-170,-170,-166
290,-180,-185,-190,-185,-161,-161,-195,-190,-161,-190,-190,-170,-190,-200,-175,-175,-180,-170
300,-185,-180,-190,-190,-161,-166,-190,-195,-161,-195,-190,-175,-190,-205,-180,-180,-185,-175
310,-190,-180,-195,-195,-161,-170,-185,-195,-166,-200,-195,-180,-180,-209,-180,-180,-185,-175
320,-195,-185,-200,-200,-170,-170,-195,-205,-166,-205,-205,-185,-185,-214,-180,-190,-185,-185
330,-200,-190,-205,-205,-175,-175,-200,-209,-166,-205,-209,-190,-195,-214,-185,-200,-190,-190
340,-205,-195,-209,-205,-185,-180,-209,-214,-175,-205,-209,-195,-200,-219,-195,-200,-190,-190
350,-205,-205,-219,-209,-195,-185,-214,-214,-180,-209,-209,-200,-209,-224,-200,-200,-200,-190
360,-209,-209,-219,-214,-195,-190,-224,-214,-185,-219,-214,-200,-214,-229,-205,-200,-205,-195
370,-209,-205,-219,-214,-185,-190,-214,-219,-190,-219,-219,-205,-209,-234,-205,-209,-209,-200
380,-214,-205,-219,-219,-190,-195,-219,-224,-190,-224,-224,-205,-209,-239,-205,-209,-209,-205
390,-219,-209,-229,-224,-200,-200,-219,-234,-195,-224,-224,-214,-214,-244,-205,-214,-214,-205
400,-224,-214,-234,-224,-200,-200,-224,-234,-195,-224,-229,-219,-219,-244,-209,-219,-214,-205
410,-224,-219,-234,-234,-209,-205,-224,-239,-200,-229,-234,-219,-224,-244,-214,-224,-219,-205
420,-224,-224,-239,-234,-214,-205,-234,-239,-205,-229,-234,-219,-229,-249,-219,-224,-224,-214
430,-229,-229,-244,-239,-209,-209,-239,-239,-209,-234,-234,-224,-239,-253,-234,-224,-229,-219
440,-234,-224,-244,-239,-209,-219,-239,-244,-214,-239,-239,-224,-234,-258,-234,-229,-229,-224
450,-234,-224,-249,-244,-214,-219,-239,-244,-209,-244,-239,-229,-229,-258,-229,-234,-229,-229
